url,alexa,class,id,quote,quoteDoc,quoteText,title,source,binding,score,point,case
https://www.foxnews.com,260.0,,6472,,Terms of Use,"You are responsible for maintaining the confidentiality of your password and are responsible for all use of your account.It is therefore critical that you do not share your password with anyone.You agree not to use the account, username, email address or password of another member or subscriber at any time and not to allow any other person to use your account.",You are responsible for maintaining the security of your account and for the activities on your account,,True,10.0,neutral,You are responsible for maintaining the security of your account and for the activities on your account
https://www.foxnews.com,260.0,,6473,,Terms of Use,"Company may terminate your account and/or access to the Company Services at any time, for any or no reason, with or without prior notice or explanation, and shall have no liability to you for such termination.",The service can delete your account without prior notice and without a reason,,True,60.0,bad,The service can delete your account without prior notice and without a reason
https://www.foxnews.com,260.0,,6476,,Terms of Use,"You understand that Company does not control the User Content posted by users via the Company Services and, as such, you understand you may be exposed to offensive, inaccurate or otherwise objectionable User Content.Company assumes no responsibility or liability for this type of Content.",This service does not condone any ideas contained in its user-generated contents,,True,,neutral,This service does not condone any ideas contained in its user-generated contents
https://www.foxnews.com,260.0,,7564,,Terms of Use,"Send or cause to send (directly or indirectly) unsolicited bulk messages or other unsolicited bulk communications of any kind through the Company Services.If you do so, you acknowledge you will have caused substantial harm to Company, but that the amount of harm would be extremely difficult to measure.As a reasonable estimation of such harm, and by way of liquidated damages and not as a penalty, you agree to pay Company $50 for each actual or intended recipient of such communication;- Solicit, collect or request any personal information for commercial or unlawful purposes",This service fines spammers,,True,30.0,good,This service fines spammers
https://www.foxnews.com,260.0,,7565,,Terms of Use,"You may not use the Site in any manner that could damage, disable, overburden, or impair the Site, or interfere with any other party's use and enjoyment of the Site.",Users shall not interfere with another person's enjoyment of the service,,True,20.0,bad,Users shall not interfere with another person's enjoyment of the service
https://www.foxnews.com,260.0,,7870,,Terms of Use,"Company reserves the right to refuse registration of, or cancel, a username, in its sole discretion.",Usernames can be rejected for any reason,,True,20.0,bad,Usernames can be rejected for any reason
https://www.foxnews.com,260.0,,8655,,Terms of Use,"Company may modify this Agreement at any time, and each such modification will be effective upon posting on the Company Sites."," Terms may be changed any time at their discretion, without notice to the user ",,True,70.0,bad," Terms may be changed any time at their discretion, without notice to the user "
https://www.atlassian.com,2283.0,,5197,,Atlassian Cloud ToS,"strong>&nbsp;Age Requirement for End Users.&nbsp;The Cloud Products are not intended for, and should not be used by, anyone under the age of",This service is only available to users at or over the age of 16,,True,15.0,neutral,This service is only available to users over a certain age
https://www.atlassian.com,2283.0,,5198,,Atlassian Cloud ToS,"strong>&nbsp;Credentials.&nbsp;You must require that all End Users keep their user IDs and passwords for the Cloud Products strictly confidential and do not share such information with any unauthorized person.User IDs are granted to individual, named persons and may not be shared.You are responsible for any and all actions taken using End User Accounts and passwords, and you agree to immediately notify us of any unauthorized use of which you become aware.<strong",You are responsible for maintaining the security of your account and for the activities on your account,,True,10.0,neutral,You are responsible for maintaining the security of your account and for the activities on your account
https://www.atlassian.com,2283.0,,5200,,Privacy Policy,"Atlassian and our third-party partners, such as our advertising and analytics partners, use cookies and other tracking technologies (e.g., web beacons, device identifiers and pixels) to provide functionality and to recognize you across different Services and devices.For more information, please see our Cookies and Tracking Notice, which includes information on how to control or opt out&nbsp;of these cookies and tracking technologies.</p","This service employs third-party cookies, but with opt-out instructions",,True,5.0,bad,"This service employs third-party cookies, but with opt-out instructions"
https://www.atlassian.com,2283.0,,5201,,Cookies & Tracking Notice,Targeting Cookies or Advertising Cookies.&nbsp.These cookies collect information about your browsing habits in order to make advertising relevant to you and your interests.They remember the websites you have visited and that information is shared with other parties such as advertising technology service providers and advertisers.</li,This service allows tracking via third-party cookies for purposes including targeted advertising.,,True,70.0,bad,Tracking via third-party cookies for other purposes without your consent.
https://www.atlassian.com,2283.0,,5202,,Cookies & Tracking Notice,"For&nbsp;performance and analytics.&nbsp.These cookies&nbsp;and similar technologies&nbsp;collect information on how users interact with the Services and enable us to improve how the Services operate.For example, we use&nbsp;Google Analytics cookies to help us understand how visitors arrive at&nbsp;and browse&nbsp;our products and&nbsp;website&nbsp;to&nbsp;identify areas for improvement such as navigation,&nbsp;user&nbsp;experience, and marketing campaigns",This service uses third-party cookies for statistics,,True,10.0,bad,This service uses third-party cookies for statistics
https://www.atlassian.com,2283.0,,5203,,Cookies & Tracking Notice,"If you do not accept cookies, however, you may not be able to use all aspects of our Services.",Blocking cookies may limit your ability to use the service,,True,50.0,neutral,Blocking first party cookies may limit your ability to use the service
https://www.atlassian.com,2283.0,,5204,,Cookies & Tracking Notice,"Atlassian and our third party partners also collect information using web beacons (also known as ""tracking pixels"").","The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users.",,True,50.0,bad,"The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users."
https://www.atlassian.com,2283.0,,5205,,Cookies & Tracking Notice,You will not be able to opt-out of any cookies or other technologies that are strictly necessary for the Services.,"This service requires first-party cookies, which are cookies that only belong to the domain of the service and not a third party.",,True,10.0,neutral,This service requires first-party cookies
https://www.atlassian.com,2283.0,,5207,,Privacy Policy,"How we use the information we collect depends in part on which Services you use, how you use them, and any preferences you have communicated to us.&nbsp.Below are the specific purposes for which we use the information we collect about you.</p",The service provides information about how they intend to use your personal data,,True,30.0,good,The service provides information about how they intend to use your personal data
https://www.atlassian.com,2283.0,,5208,,Privacy Policy,"We also communicate with you about new Services, product offers, promotions, and contests.&nbsp.You can control whether you receive these communications as described below under ""Opt-out of communications.""</p",You can opt out of promotional communications,,True,10.0,good,You can opt out of promotional communications
https://www.atlassian.com,2283.0,,5209,,Privacy Policy,"Please note, however, that we may need to retain certain information for record keeping purposes, to complete transactions or to comply with our legal obligations.",This service may keep personal data after a request for erasure for business interests or legal obligations,,True,70.0,bad,This service may keep personal data after a request for erasure for business interests or legal obligations
https://www.atlassian.com,2283.0,,5210,,Cookies & Tracking Notice,Social media cookies. These cookies are used when you share information using a social media sharing button or like button on our websites or you link your account or engage with our content on or through a social media site.The social network will record that you have done this.This information may be linked to targeting/advertising activities.,The service uses third party tracking pixels to track social media conversion,,True,50.0,bad,The service uses social media cookies/pixels
https://www.atlassian.com,2283.0,,7391,,Trello Privacy Policy,"We receive information about you and your activities on and off the Services from third-party partners, such as&nbsp;advertising and market research partners who provide us with information about your interest in and engagement with, our Services and online advertisements",This service gathers information about you through third parties,,True,50.0,bad,This service gathers information about you through third parties
https://www.atlassian.com,2283.0,,7392,,Trello Privacy Policy,"You have the right to request a copy of your information, to object to our use of your information (including for marketing purposes), to request the deletion or restriction of your information, or to request your information in a structured, electronic format.",You can request access and deletion of personal data,,True,50.0,good,You can request access and deletion of personal data
https://www.atlassian.com,2283.0,,7707,,Atlassian Cloud ToS,"strong>&nbsp;Age Requirement for End Users.&nbsp;The Cloud Products are not intended for, and should not be used by, anyone under the age of 16.You are responsible for ensuring that all End Users are at least 16 years old",This service is only available to users of a certain age,,True,15.0,neutral,This service is only available to users over a certain age
https://www.atlassian.com,2283.0,,7709,,Atlassian Cloud ToS,"Each party irrevocably agrees that any legal action, suit or proceeding arising out of or related to these Terms must be brought solely and exclusively in, and will be subject to the service of process and other applicable procedural rules of, the State or Federal court in San Francisco, California, USA, and each party irrevocably submits to the sole and exclusive personal jurisdiction of the courts in San Francisco, California, USA, generally and unconditionally, with respect to any action, suit or proceeding brought by it or against it by the other party.",The court of law governing the terms is in location X,,True,,neutral,The court of law governing the terms is in location X
https://www.google.com,1.0,C,856,,Privacy Policy,We always indicate the date the last changes were published,There is a date of the last update of the terms,{'terms': 'http://groups.google.com/intl/en/policies/terms/'},True,50.0,neutral,There is a date of the last update of the terms
https://www.google.com,1.0,C,1141,,Privacy Policy,"When youre not signed in to a Google Account, we store the information we collect with unique identifiers tied to the browser, application, or device youre using.","The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users.",,True,50.0,bad,"The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users."
https://www.google.com,1.0,C,1598,,Privacy Policy,"The information we collect includes unique identifiers, browser type and settings, device type and settings, operating system, mobile network information including carrier name and phone number, and application version number.",Google may collect your device fingerprint.,,True,50.0,bad,Device fingerprinting
https://www.google.com,1.0,C,2142,,Privacy Policy,"When we detect spam, malware, illegal content, and other forms of abuse on our systems in violation of our policies, we may disable your account or take other appropriate action.",Users agree not to use the service for illegal purposes,,True,10.0,neutral,Users agree not to use the service for illegal purposes
https://www.google.com,1.0,C,5842,,Privacy Policy,"You can also configure your browser to block all cookies from a specific domain or all domains.But remember that our services rely on cookies to function properly, for things like remembering your language preferences.",Blocking cookies may limit your ability to use the service,,True,50.0,neutral,Blocking first party cookies may limit your ability to use the service
https://www.google.com,1.0,C,5843,,Privacy Policy,You can export a copy of your information or delete it from your Google Account at any timeYou can export a copy of content in your Google Account if you want to back it up or use it with a service outside of Google.,This service allows you to retrieve an archive of your data,,True,40.0,good,This service allows you to retrieve an archive of your data
https://www.google.com,1.0,C,5844,,Privacy Policy,"To delete your information, you can:Delete your content from specific Google servicesSearch for and then delete specific items from your account using My ActivityDelete specific Google products, including your information associated with those productsDelete your entire Google AccountDelete your information",You can request access and deletion of personal data,,True,50.0,good,You can request access and deletion of personal data
https://www.google.com,1.0,C,5845,,Privacy Policy,"combine the information we collectSome examples of how we combine the information we collect include:When youre signed in to your Google Account and search on Google, you can see search results from the public web, along with relevant information from the content you have in other Google products, like Gmail or Google Calendar.This can include things like the status of your upcoming flights, restaurant, and hotel reservations, or your photos.",Your profile is combined across various products,,True,50.0,bad,Your profile is combined across various products
https://www.google.com,1.0,C,12811,,Privacy Policy,"To help explain things as clearly as possible, weve added examples, explanatory videos, and definitions for key terms.",The terms for this service are easy to read,,True,15.0,good,The terms for this service are easy to read
https://www.google.com,1.0,C,12812,,Privacy Policy,"We also collect information about the interaction of your apps, browsers, and devices with our services, including IP address",This service collects your IP address for location use,,True,,neutral,This service collects your IP address for location use
https://www.google.com,1.0,C,12813,,Privacy Policy,"and the date, time, and referrer URL of your request.",This service tracks which web page referred you to it,,True,50.0,bad,This service tracks which web page referred you to it
https://www.google.com,1.0,C,12814,,Privacy Policy,"We collect this information when a Google service on your device contacts our servers  for example, when you install an app from the Play Store or when a service checks for automatic updates.If youre using an Android device with Google apps, your device periodically contacts Google servers to provide information about your device and connection to our services.This information includes things like your device type, carrier name, crash reports, and which apps you've installed.",App required for this service requires broad device permissions,,True,80.0,bad,App required for this service requires broad device permissions
https://www.google.com,1.0,C,12815,,Privacy Policy,Your location can be determined with varying degrees of accuracy by:GPSIP addressSensor data from your device,This service receives your location through GPS coordinates,,True,45.0,bad,This service receives your location through GPS coordinates
https://www.google.com,1.0,C,12817,,Privacy Policy,Voice and audio information when you use audio features,Your biometric data is collected,,True,30.0,bad,Your biometric data is collected
https://www.google.com,1.0,C,12818,,Privacy Policy,"For example, we use service providers to help us with customer support.",Third parties may be involved in operating the service,,True,15.0,bad,Third parties may be involved in operating the service
https://www.google.com,1.0,C,12819,,Privacy Policy,Chrome browsing history youve synced with your Google Account,This service can view your browser history,,True,50.0,blocker,This service can view your browser history
https://www.google.com,1.0,C,12820,,Privacy Policy,Why Google collects data,The service provides information about how they intend to use your personal data,,True,30.0,good,The service provides information about how they intend to use your personal data
https://www.google.com,1.0,C,12821,,Privacy Policy,"We may also collect information about you from trusted partners, including marketing partners who provide us with information about potential customers of our business services, and security partners who provide us with information to protect against abuse.We also receive information from advertisers to provide advertising and research services on their behalf.",This service gathers information about you through third parties,,True,50.0,bad,This service gathers information about you through third parties
https://www.google.com,1.0,C,12823,,Privacy Policy,"Provide personalized services, including content and adsWe use the information we collect to customize our services for you, including providing recommendations, personalized content, and customized search results.",The service uses your personal data for advertising,,True,30.0,bad,The service uses your personal data for advertising
https://www.google.com,1.0,C,12824,,Privacy Policy,"We use data for analytics and measurement to understand how our services are used.For example, we analyze data about your visits to our sites to do things like optimize product design.",Your personal data is aggregated into statistics,,True,10.0,neutral,Your personal data is aggregated into statistics
https://www.google.com,1.0,C,12825,,Privacy Policy,"When you visit sites that use Google Analytics, Google and a Google Analytics customer may link information about your activity from that site with activity from other sites that use our ad services.",This service tracks you on other websites,,True,60.0,bad,This service tracks you on other websites
https://www.google.com,1.0,C,12827,,Privacy Policy,And we also use data about the ads you interact with to help advertisers understand the performance of their ad campaigns.,The service uses your personal data to employ targeted third-party advertising,,True,40.0,bad,The service uses your personal data to employ targeted third-party advertising
https://www.google.com,1.0,C,12829,,Privacy Policy,We use data to build better servicesWe use the information we collect from all our services for the following purposes:,This service uses your personal information for many different purposes,,True,40.0,bad,This service uses your personal information for many different purposes
https://www.google.com,1.0,C,12830,,Privacy Policy,"You can modify your interests, choose whether your personal information is used to make ads more relevant to you, and turn on or off certain advertising services.",You can opt out of targeted advertising,,True,25.0,good,You can opt out of targeted advertising
https://www.google.com,1.0,C,12831,,Privacy Policy,"Choose whether your name and photo appear next to your activity, like reviews and recommendations, that appear in ads",Your identity is used in ads that are shown to other users,,True,90.0,blocker,Your identity is used in ads that are shown to other users
https://www.google.com,1.0,C,12832,,Privacy Policy,"Many of our services let you share information with other people, and you have control over how you share.",You can choose with whom you share content,,True,,good,You can choose with whom you share content
https://www.google.com,1.0,C,12833,,Privacy Policy,"For external processingWe provide personal information to our affiliates and other trusted businesses or persons to process it for us, based on our instructions and in compliance with our Privacy Policy and any other appropriate confidentiality and security measures.",Third parties used by the service are bound by confidentiality obligations,,True,20.0,good,Third parties used by the service are bound by confidentiality obligations
https://www.apple.com,61.0,D,1494,,Website Terms of Service,"Apple reserves the right, at its sole discretion, to change, modify, add or remove portions of these Terms of Use, at any time.It is your responsibility to check these Terms of Use periodically for changes.Your continued use of the Site following the posting of changes will mean that you accept and agree to the changes."," Terms may be changed any time at their discretion, without notice to the user ",,True,70.0,bad," Terms may be changed any time at their discretion, without notice to the user "
https://www.apple.com,61.0,D,1595,,Website Terms of Service,"You agree to indemnify and hold Apple, its officers, directors, shareholders, predecessors, successors in interest, employees, agents, subsidiaries and affiliates, harmless from any demands, loss, liability, claims or expenses (including attorneys fees), made against Apple by any third party due to or arising out of or in connection with your use of the Site.",You are solely responsible for claims made against the service and agree to indemnify and hold harmless the service.,,True,40.0,bad,You are solely responsible for claims made against the service and agree to indemnify and hold harmless the service.
https://www.apple.com,61.0,D,1799,,Website Terms of Service,"You agree to the personal jurisdiction by and venue in the state and federal courts in Santa Clara County, California, and waive any objection to such jurisdiction or venue.","The court of law governing the terms is in Santa Clara County, California",,True,,neutral,The court of law governing the terms is in location X
https://www.apple.com,61.0,D,1819,,Website Terms of Service,"Apple reserves the right to do any of the following, at any time, without notice: (1) to modify, suspend or terminate operation of or access to the Site, or any portion of the Site, for any reason.(2) to modify or change the Site, or any portion of the Site, and any applicable policies or terms.and (3) to interrupt the operation of the Site, or any portion of the Site, as necessary to perform routine or non-routine maintenance, error correction, or other changes.","Apple.com can suspend the Site whenever they want, for any reason",,True,40.0,bad,They may stop providing the service at any time
https://www.apple.com,61.0,D,2058,,Website Terms of Service,"You agree that Apple may, in its sole discretion and without prior notice, terminate your access to the Site and/or block your future access to the Site if we determine that you have violated these Terms of Use or other agreements or guidelines which may be associated with your use of the Site.",The service can suspend your account for several reasons,,True,15.0,neutral,The service can suspend your account for several reasons
https://www.apple.com,61.0,D,2210,,Privacy Policy,"If we learn that we have collected the personal information of a child under 13, or equivalent minimum age depending on jurisdiction, outside the above circumstances we will take steps to delete the information as soon as possible.",Apple.com has an age restriction of 13 years,,True,15.0,neutral,This service is only available to users over a certain age
https://www.apple.com,61.0,D,5536,,iCloud Terms of Service,"Apple reserves the right at any time to modify this Agreement and to impose new or additional terms or conditions on your use of the Service, provided that Apple will give you 30 days advance notice of any material adverse change to the Service or applicable terms of service, unless it would not be reasonable to do so due to circumstances arising from legal, regulatory, or governmental action.","When the service wants to change its terms, users are notified a month or more in advance",https://www.apple.com/legal/internet-services/icloud/en/terms.html,True,40.0,good,"When the service wants to make a material change to its terms, users are notified at least 30 days in advance"
https://www.apple.com,61.0,D,5540,,iCloud Terms of Service,You may delete your Apple ID and/or stop using the Service at any time.,You have the right to leave this service at any time,https://www.apple.com/legal/internet-services/icloud/en/terms.html,True,15.0,good,You have the right to leave this service at any time
https://www.apple.com,61.0,D,5542,,iCloud Terms of Service,Apple will be permitted to terminate only after giving you 30 days notice and only if you have not cured the breach within such 30-day period.,The service gives 30 days of notice before closing your account,https://www.apple.com/legal/internet-services/icloud/en/terms.html,True,15.0,good,The service gives 30 days of notice before closing your account
https://www.apple.com,61.0,D,5543,,Privacy Policy,"For other personal information we hold, we will provide you with access (including a copy) for any purpose including to request that we correct the data if it is inaccurate",You can request access and deletion of personal data,,True,50.0,good,You can request access and deletion of personal data
https://www.apple.com,61.0,D,5544,,Privacy Policy,or delete the data if Apple is not required to retain it by law or for legitimate business purposes.,You can request access and deletion of personal data,,True,50.0,good,You can request access and deletion of personal data
https://www.apple.com,61.0,D,5545,,Privacy Policy,We will retain your personal information for the period necessary to fulfill the purposes outlined in this Privacy Policy and our service specific privacy summaries.When assessing these periods we carefully examine our need to collect personal information at all and if we establish a relevant need we only retain it for the shortest possible period to realize the purpose of collection unless a longer retention period is required by law,The service's data retention period is kept to the minimum necessary for fulfilling its purposes,,True,50.0,good,The service's data retention period is kept to the minimum necessary for fulfilling its purposes
https://www.apple.com,61.0,D,10056,,iTunes Terms of Service,"You agree to comply with all local, state, federal, and national laws, statutes, ordinances, and regulations that apply to your use of the Services.Your use of the Services may also be subject to other laws.",Users agree to comply with the law of the service's country,https://www.apple.com/legal/internet-services/itunes/us/terms.html,True,,neutral,Users agree to comply with the law of the service's country
https://www.apple.com,61.0,D,10287,,Privacy Policy,"Apple may update its Privacy Policy from time to time.When we change the policy in a material way, a notice will be posted on our website along with the updated Privacy Policy.","The service may change its terms at any time, but the user will receive notification of the changes.",,True,,neutral,"The service may change its terms at any time, but the user will receive notification of the changes."
https://www.apple.com,61.0,D,11297,,Privacy Policy,"Apples websites, online services, interactive applications, email messages, and advertisements may use ""cookies"" and other technologies such as pixel tags and web beacons.","The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users.",https://www.apple.com/legal/privacy/en-ww/,True,50.0,bad,"The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users."
https://www.apple.com,61.0,D,11298,,Privacy Policy,"They may also combine it with other information to provide and improve our products, services, content, and advertising.",This service may use your personal information for marketing purposes,,True,50.0,bad,This service may use your personal information for marketing purposes
https://www.apple.com,61.0,D,11299,,Privacy Policy,All the information you provide may be transferred or accessed by entities around the world as described in this Privacy Policy.,Your data may be processed and stored anywhere in the world,,True,25.0,bad,Your data may be processed and stored anywhere in the world
https://www.apple.com,61.0,D,11300,,Privacy Policy,Please note that certain features of the Apple website will not be available once cookies are disabled.,Blocking first party cookies may limit your ability to use the service,,True,50.0,neutral,Blocking first party cookies may limit your ability to use the service
https://www.apple.com,61.0,D,11301,,iCloud Terms of Service,"However, Apple reserves the right at all times to determine whether Content is appropriate and in compliance with this Agreement, and may screen, move, refuse, modify and/or remove Content at any time, without prior notice and in its sole discretion, if such Content is found to be in violation of this Agreement or is otherwise objectionable.</p",The service can delete specific content without reason and may do it without prior notice,https://www.apple.com/legal/internet-services/icloud/en/terms.html,True,50.0,blocker,The service can delete specific content without reason and may do it without prior notice
https://www.apple.com,61.0,D,11717,,Privacy Policy,You may be asked to provide your personal information anytime you are in contact with Apple or an Apple affiliated company.Apple and its affiliates may share this personal information with each other and use it consistent with this Privacy Policy.,This service can share your personal information to third parties ,,True,55.0,bad,This service can share your personal information to third parties 
https://www.blizzard.com,1775.0,E,10511,,Privacy Policy,"In addition, your web browser or client software may transmit certain geographic information or information regarding your computer (capabilities, game data processing, etc.) to Blizzard.","The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users.",https://www.blizzard.com/en-us/legal/a4380ee5-5c8d-4e3b-83b7-ea26d01a9918/blizzard-entertainment-online-privacy-policy,True,50.0,bad,"The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users."
https://www.blizzard.com,1775.0,E,10515,,Privacy Policy,Blizzard may use this information to generate aggregate statistics about our user community,Your personal data is aggregated into statistics,https://www.blizzard.com/en-us/legal/a4380ee5-5c8d-4e3b-83b7-ea26d01a9918/blizzard-entertainment-online-privacy-policy,True,10.0,neutral,Your personal data is aggregated into statistics
https://www.blizzard.com,1775.0,E,10522,,Privacy Policy,"p>Our websites may include certain social media features such as the Facebook ""Like"" button, and widgets such as the Share this button or interactive mini-programs that run on our websites.These features may collect your Internet Protocol (IP) address, which page you are visiting on our websites, and may set a cookie to enable the feature to function properly.Social media features and widgets are hosted by a third party or hosted directly on our websites",The service uses third party tracking pixels to track social media conversion,https://www.blizzard.com/en-us/legal/a4380ee5-5c8d-4e3b-83b7-ea26d01a9918/blizzard-entertainment-online-privacy-policy,True,50.0,bad,The service uses social media cookies/pixels
https://www.blizzard.com,1775.0,E,10525,,Privacy Policy,"Similarly, in the event of a merger, acquisition, reorganization, bankruptcy, or other similar event, your personal information may be transferred to Blizzard's successor or assign.",The service can sell or otherwise transfer your personal data as part of a bankruptcy proceeding or other type of financial transaction.,https://www.blizzard.com/en-us/legal/a4380ee5-5c8d-4e3b-83b7-ea26d01a9918/blizzard-entertainment-online-privacy-policy,True,50.0,bad,The service can sell or otherwise transfer your personal data as part of a bankruptcy proceeding or other type of financial transaction.
https://www.blizzard.com,1775.0,E,10530,,Privacy Policy,"Once a child states that his/her age is under 13, they will be unable to register an account with us.",This service is only available to users over a certain age,https://www.blizzard.com/en-us/legal/a4380ee5-5c8d-4e3b-83b7-ea26d01a9918/blizzard-entertainment-online-privacy-policy,True,15.0,neutral,This service is only available to users over a certain age
https://www.blizzard.com,1775.0,E,10532,,Privacy Policy,listed here,The service refers users to external documents for more information,https://www.blizzard.com/en-us/legal/a4380ee5-5c8d-4e3b-83b7-ea26d01a9918/blizzard-entertainment-online-privacy-policy,True,25.0,bad,The service refers users to external documents for more information
https://www.blizzard.com,1775.0,E,10533,,Privacy Policy,"If you reject cookies, you may still use our websites, but your ability to use features or areas of our websites may be limited.</p",Blocking first party cookies may limit your ability to use the service,https://www.blizzard.com/en-us/legal/a4380ee5-5c8d-4e3b-83b7-ea26d01a9918/blizzard-entertainment-online-privacy-policy,True,50.0,neutral,Blocking first party cookies may limit your ability to use the service
https://www.blizzard.com,1775.0,E,10534,,Privacy Policy,Our ad network partners may use tracking technologies to collect information about your activities on this and other websites,This service tracks you on other websites,https://www.blizzard.com/en-us/legal/a4380ee5-5c8d-4e3b-83b7-ea26d01a9918/blizzard-entertainment-online-privacy-policy,True,60.0,bad,This service tracks you on other websites
https://www.blizzard.com,1775.0,E,10535,,Privacy Policy,to provide you targeted advertising based upon your interests.,The service uses your personal data to employ targeted third-party advertising,https://www.blizzard.com/en-us/legal/a4380ee5-5c8d-4e3b-83b7-ea26d01a9918/blizzard-entertainment-online-privacy-policy,True,40.0,bad,The service uses your personal data to employ targeted third-party advertising
https://www.blizzard.com,1775.0,E,10541,,End User License Agreement,"and you cannot share the Account or the Login Information with anyone, unless the terms of this Agreement allow it.",You cannot distribute or disclose your account to third parties,,True,10.0,neutral,You cannot distribute or disclose your account to third parties
https://www.blizzard.com,1775.0,E,10542,,End User License Agreement,"You must maintain the confidentiality of the Login Information, as you are responsible for all uses of the Login Information and the Account, including purchases, whether or not authorized by you",You are responsible for maintaining the security of your account and for the activities on your account,,True,10.0,neutral,You are responsible for maintaining the security of your account and for the activities on your account
https://www.blizzard.com,1775.0,E,10543,,End User License Agreement,Your use of the Platform to interact with Blizzard and other players is governed by Blizzards Code of Conduct (the Code of Conduct) and applicable in-game policies (the In-game Policies).,"Other applicable rules, terms, conditions or guidelines",,True,,neutral,"Other applicable rules, terms, conditions or guidelines"
https://www.blizzard.com,1775.0,E,10544,,End User License Agreement,"If you choose a recurring subscription for a Game, you acknowledge that payments will be processed automatically (e.g., debited from your Blizzard Balance or charged to your credit card) until you cancel the subscription or the Account.Blizzard may revise the pricing for the goods and services offered through the Platform at any time.",You authorise the service to charge a credit card supplied on re-occurring basis,,True,50.0,neutral,You authorise the service to charge a credit card supplied on re-occurring basis
https://www.blizzard.com,1775.0,E,10545,,End User License Agreement,"Blizzard shall have the right to monitor and/or record your communications when you use the Platform, and you acknowledge and agree that when you use the Platform, you have no expectation that your communications will be private.",The service can read your private messages,,True,70.0,bad,The service can read your private messages
https://www.blizzard.com,1775.0,E,10546,,End User License Agreement,"You may use the Platform for your personal and non-commercial entertainment purposes only, unless specifically allowed under the terms of this Agreement.</li",This service is only available for use individually and non-commercially.,,True,25.0,neutral,This service is only available for use individually and non-commercially.
https://www.blizzard.com,1775.0,E,10547,,End User License Agreement,ii) you are not an individual specifically prohibited by Blizzard from using the Platform.</li,Users who have been permanently banned from this service are not allowed to re-register under a new account,,True,20.0,neutral,Users who have been permanently banned from this service are not allowed to re-register under a new account
https://www.blizzard.com,1775.0,E,10548,,End User License Agreement,"Blizzard may suspend or revoke your license to use the Platform, or parts, components and/or single features thereof, if you violate, or assist others in violating, the license limitations set forth below.",The service can suspend your account for several reasons,,True,15.0,neutral,The service can suspend your account for several reasons
https://www.blizzard.com,1775.0,E,10550,,End User License Agreement,"intended to unreasonably undermine or disrupt the Game experiences of others, deliberate inactivity or disconnecting, and/or any other activity which violates Blizzards Code of Conduct or In-Game Policies.",Users shall not interfere with another person's enjoyment of the service,,True,20.0,bad,Users shall not interfere with another person's enjoyment of the service
https://www.blizzard.com,1775.0,E,10551,,End User License Agreement,li>Violation of Laws: use the Platform to violate any applicable law or regulation.</li,Users agree not to use the service for illegal purposes,,True,10.0,neutral,Users agree not to use the service for illegal purposes
https://www.blizzard.com,1775.0,E,10552,,End User License Agreement,"IN ORDER TO HAVE A BLIZZARD BALANCE OF MORE THAN $110.00 USD, YOU MUST ATTACH A BLIZZARD AUTHENTICATOR TO YOUR ACCOUNT",The service provides two factor authentification for your account,,True,25.0,good,The service provides two factor authentification for your account
https://www.blizzard.com,1775.0,E,10553,,End User License Agreement,"You hereby grant Blizzard a perpetual,",This service keeps a license on user-generated content even after users close their accounts.,,True,50.0,bad,This service keeps a license on user-generated content even after users close their accounts.
https://www.blizzard.com,1775.0,E,10554,,End User License Agreement,"irrevocable, worldwide, fully paid up, non-exclusive,",The copyright license maintained by the service over user data and/or content is broader than necessary.,,True,50.0,bad,The copyright license maintained by the service over user data and/or content is broader than necessary.
https://www.blizzard.com,1775.0,E,10555,,End User License Agreement,"sub-licensable, right and license to exploit the User Content and all elements",This service can license user content to third parties,,True,50.0,bad,This service can license user content to third parties
https://www.blizzard.com,1775.0,E,10556,,End User License Agreement,"thereof, in any and all media, formats and forms, known now or hereafter devised.",This service employs a broad copyright license over user content including the right to distribute through any media,,True,50.0,bad,The service can distribute your content through any media known now or in the future 
https://www.blizzard.com,1775.0,E,10557,,End User License Agreement,"In the event you upload or otherwise transmit to Blizzard any concepts, ideas, or feedback relating to the Platform, you shall not be entitled to any compensation for any such submission, unless expressly agreed between you and Blizzard,","If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner",,True,50.0,good,"If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner"
https://www.blizzard.com,1775.0,E,10558,,End User License Agreement,and Blizzard may freely use any such submission in any manner it deems appropriate.,This service can use your content for all their existing and future services,,True,50.0,bad,This service can use your content for all their existing and future services
https://www.blizzard.com,1775.0,E,10559,,End User License Agreement,"Except to the extent that any such waiver is prohibited by law, you hereby waive the benefit of any provision of law known as ""moral rights"" or ""droit moral"" or any similar law in any country of the world.",You waive your moral rights,,True,50.0,blocker,You waive your moral rights
