policy_uid,annotation_id,segment_id,annotator_id,pretty_print_string
686,15268,40,103,"The site does not collect your generic personal information for analytics or research. Collection happens on the website, and your data is identifiable."
686,15269,40,103,A named third party does receive your cookies or tracking elements for analytics or research. You can configure your privacy using a method outside our label scheme.
686,19983,40,96,"The site collects your website activities for advertising. Collection happens when you implicitly provide information on the website, and your data is aggregated or anonymized."
686,19984,40,96,An unnamed third party does receive your activities on the website or app for targeted advertising. The data is aggregated or anonymized.
686,15270,41,103,You can use privacy configuration settings (in your browser or on your device) to control the use of cookies and tracking elements by an unspecified party for an unspecified purpose.
686,19985,41,96,"You can use privacy configuration settings (in your browser or on your device) to control the use of unspecified information by a third party, which uses it for an unspecified purpose."
686,15271,42,103,"You can use privacy configuration settings (in your browser or on your device) to control the use of cookies and tracking elements by the site, which uses it for a basic service or feature."
686,19986,42,96,"You can use privacy configuration settings (in your browser or on your device) to control the use of unspecified information by the site, which uses it for advertising."
686,15272,43,103,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
686,19987,43,96,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
686,22720,0,129,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
686,22839,1,129,The text does not fit into our label scheme.
686,22840,2,129,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
686,22841,3,129,Another part of the company or institution does receive unspecified information about you for a basic service or feature.
686,22842,3,129,Another part of the company or institution does receive unspecified information about you for analytics or research.
686,22843,4,129,The text does not fit into our label scheme.
686,22844,4,129,The site collects your generic personal information for advertising. Collection happens in an unspecified way.
686,22845,4,129,The site collects your website activities for advertising. Collection happens in an unspecified way.
686,22846,5,129,The site collects your generic personal information for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way. You can configure your privacy using a method outside our label scheme for the collection and use of your information.
686,22847,5,129,The site collects an information type outside of our label scheme for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way. You can configure your privacy using a method outside our label scheme for the collection and use of your information.
686,22848,5,129,The site collects your contact information for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way. You can configure your privacy using a method outside our label scheme for the collection and use of your information.
686,22850,5,129,The site collects your financial information for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way. You can configure your privacy using a method outside our label scheme for the collection and use of your information.
686,22849,6,129,"The site collects your demographic information for an unspecified purpose. Collection happens in an unspecified way, and your data is aggregated or anonymized."
686,22851,6,129,"The site collects your location information for an unspecified purpose. Collection happens in an unspecified way, and your data is aggregated or anonymized."
686,22852,7,129,The site collects your website activities for analytics or research. Collection happens on the website.
686,22853,7,129,The site collects your website activities for service operations or security. Collection happens on the website.
686,22854,7,129,The site collects your computer information for analytics or research. Collection happens on the website.
686,22855,7,129,The site collects your computer information for service operations or security. Collection happens on the website.
686,22856,7,129,The site collects your IP address or device IDs for service operations or security. Collection happens on the website.
686,22857,7,129,The site collects your IP address or device IDs for analytics or research. Collection happens on the website.
686,22858,7,129,The site collects your location information for analytics or research. Collection happens on the website.
686,22859,7,129,The site collects an information type outside of our label scheme for analytics or research. Collection happens on the website.
686,22860,8,129,The site collects an information type outside of our label scheme for advertising. Collection happens by an unnamed service or third party.
686,22861,8,129,The site collects your generic personal information for advertising. Collection happens by an unnamed service or third party.
686,22862,8,129,The site collects your demographic information for advertising. Collection happens by an unnamed service or third party.
686,22863,8,129,The site collects your unspecified information for advertising. Collection happens on the website.
686,22864,9,129,The site collects your unspecified information for a basic service or feature. Collection happens on the website.
686,22865,9,129,The text does not fit into our label scheme.
686,22867,10,129,The site collects your unspecified information for marketing purposes. Collection happens on the website. You can opt in for data collection for the use of your information.
686,22868,11,129,The site collects your contact information for a purpose outside of our label scheme. Collection happens by some means outside of our label scheme.
686,22869,11,129,The site collects your contact information for marketing purposes. Collection happens by some means outside of our label scheme.
686,22870,11,129,The text describes a specific data practice that is not covered by our label scheme.
686,22871,12,129,An unnamed third party does see your unspecified personal information for a purpose outside of our label scheme.
686,22872,12,129,An unnamed third party does see your user profile for a purpose outside of our label scheme.
686,22873,13,129,The site collects an information type outside of our label scheme for a purpose outside of our label scheme. Collection happens by some means outside of our label scheme. You can opt in for data collection.
686,22874,13,129,A user's information of a type not covered by our label scheme is retained for a duration not covered by our label scheme to fulfill an unspecified purpose.
686,22875,14,129,An unnamed third party does receive your unspecified personal information for an unspecified purpose.
686,22876,14,129,An unnamed third party does receive your demographic information for an unspecified purpose.
686,22877,15,129,An unnamed third party does receive unspecified information about you for a basic service or feature.
686,22878,15,129,Data is accessible to employees/third parties on a need-to-know basis.
686,22879,16,129,An unnamed third party does receive information about you not covered by our label scheme for a purpose outside of our label scheme. You can opt in for data collection.
686,22880,16,129,A named third party does receive information about you not covered by our label scheme for marketing purposes. You can opt in for data collection.
686,22881,17,129,An unnamed third party does receive unspecified information about you for targeted advertising. The data is aggregated or anonymized.
686,22882,18,129,A user's unspecified information is retained for an unspecified duration to fulfill an unspecified purpose.
686,22883,18,129,The site collects your generic personal information for an unspecified purpose. Collection happens by some means outside of our label scheme.
686,22884,18,129,The text describes a specific data practice that is not covered by our label scheme.
686,22885,19,129,A named third party does receive unspecified information about you for legal requirements.
686,22886,19,129,A named third party does receive unspecified information about you for service operations or security.
686,22887,20,129,A named third party does receive unspecified information about you for mergers or acquisitions.
686,22888,20,129,A named third party does do something outside of our label scheme with unspecified information about you for mergers or acquisitions.
686,22891,20,129,"When a change is made to the privacy policy as a result of a merger or acquisition, users are personally notified. Users' choices regarding policy changes are not mentioned or are unclear."
686,22892,20,129,"When a change is made to the privacy policy as a result of a merger or acquisition, users are notified when visiting the website. Users' choices regarding policy changes are not mentioned or are unclear."
686,22893,21,129,Other users does do something unspecified with your user profile for a purpose outside of our label scheme.
686,22894,21,129,The public does do something unspecified with your unspecified personal information for a purpose outside of our label scheme.
686,22895,21,129,The public does do something unspecified with your demographic information for a purpose outside of our label scheme.
686,22896,21,129,The text does not fit into our label scheme.
686,22897,22,129,The text describes a specific data practice that is not covered by our label scheme.
686,22898,23,129,A user's unspecified information is retained for a limited (but unspecified) period of time to fulfill a purpose not covered by our label scheme.
686,22899,23,129,"Users with accounts can view their information, within the scope of information explicitly provided by the user."
686,22900,23,129,"Users with accounts can edit their information, within the scope of information explicitly provided by the user."
686,22901,23,129,"Users with accounts can delete their account (although the company or organization may continue to keep some data), within the scope of information explicitly provided by the user."
686,22902,23,129,The text describes a specific data practice that is not covered by our label scheme.
686,22903,24,129,"Users with accounts can delete their account (with the company or organization removing all data), within the scope of unspecified user information."
686,22904,24,129,A user's demographic information is retained for an unspecified duration to fulfill an unspecified purpose.
686,22905,24,129,A user's information of a type not covered by our label scheme is retained for an unspecified duration to fulfill an unspecified purpose.
686,22906,24,129,A user with an account can use privacy configuration settings (in the website or app) to control the use of information of a type not covered by our label scheme by an unspecified party for marketing purposes.
686,22907,25,129,A specific security measure not covered above.
686,22908,26,129,"The policy makes generic security statements, e.g., ""we protect your data"" or ""we use technology/encryption to protect your data""."
686,22909,27,129,The site collects your cookies or tracking elements for service operations or security. Collection happens on the website.
686,22910,27,129,The site collects your cookies or tracking elements for personalization or customization. Collection happens on the website.
686,22890,28,129,The policy makes a statement about how data from children is treated.
686,22911,29,129,"When a change of an unspecified nature is made to the privacy policy, the policy date is updated or information about the change is posted as part of the policy. Users' choices regarding policy changes are not mentioned or are unclear."
686,22912,30,129,The site collects your cookies or tracking elements for personalization or customization. Collection happens by some means outside of our label scheme.
686,22913,31,129,The site collects your cookies or tracking elements for personalization or customization. Collection happens in an unspecified way.
686,22914,32,129,The site collects your cookies or tracking elements for service operations or security. Collection happens by some means outside of our label scheme.
686,22915,32,129,The site collects your cookies or tracking elements for analytics or research. Collection happens by some means outside of our label scheme.
686,22916,32,129,The site collects your cookies or tracking elements for a basic service or feature. Collection happens by some means outside of our label scheme.
686,22917,33,129,The site collects your cookies or tracking elements for personalization or customization. Collection happens by some means outside of our label scheme.
686,22918,33,129,The text describes a specific data practice that is not covered by our label scheme.
686,22919,34,129,An unnamed third party does do something unspecified with unspecified information about you for targeted advertising.
686,22920,35,129,"The site collects your cookies or tracking elements for a purpose outside of our label scheme. Collection happens by some means outside of our label scheme, and your data is aggregated or anonymized."
686,22921,35,129,"The site collects your cookies or tracking elements for advertising. Collection happens by some means outside of our label scheme, and your data is aggregated or anonymized."
686,22922,36,129,The site collects your cookies or tracking elements for a purpose outside of our label scheme. Collection happens by some means outside of our label scheme.
686,22923,37,129,You can opt out (via a link) from the use of cookies and tracking elements by an unspecified party for an unspecified purpose.
686,22924,37,129,The text does not fit into our label scheme.
686,22925,38,129,You can use privacy configuration settings (in your browser or on your device) to control the use of cookies and tracking elements by an unspecified party for an unspecified purpose.
686,22926,39,129,The site collects your cookies or tracking elements for a purpose outside of our label scheme. Collection happens by some means outside of our label scheme. You can configure your privacy with user settings provided by the site.
686,22928,40,129,"The site collects your cookies or tracking elements for a basic service or feature. Collection happens by some means outside of our label scheme, and your data is aggregated or anonymized."
686,22929,40,129,An unnamed third party does receive your cookies or tracking elements for analytics or research.
686,22930,41,129,You can use privacy configuration settings (in your browser or on your device) to control the use of cookies and tracking elements by an unspecified party for an unspecified purpose.
686,22889,42,129,The text describes a specific data practice that is not covered by our label scheme.
686,22721,43,129,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
744,4889,0,84,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
744,5932,0,88,The text describes a specific data practice that is not covered by our label scheme.
744,5933,0,88,"When a change of an unspecified nature is made to the privacy policy, users are notified in an unspecified manner. Users can participate in a process to influence the change."
744,6690,0,82,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
744,4890,1,84,"The site collects your unspecified information for an unspecified purpose. Collection happens on the website, and your data is identifiable. You can choose not to use the service or feature."
744,5934,1,88,"The site collects your unspecified information for an unspecified purpose. Collection happens on the website, and your data is identifiable. You can opt in for data collection."
744,6705,1,82,"The site collects your generic personal information for an unspecified purpose. Collection happens in an unspecified way, and your data is identifiable. You can opt in for data collection."
744,4891,2,84,The site collects your unspecified information for an unspecified purpose. Collection happens in an unspecified way.
744,5935,2,88,"The site collects your unspecified information for a basic service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable."
744,6706,2,82,The site collects your generic personal information for a basic service or feature. Collection happens in an unspecified way for users with accounts.
744,6707,2,82,The site collects your generic personal information for an additional (non-basic) service or feature. Collection happens in an unspecified way.
744,4892,3,84,The site collects your contact information for a basic service or feature. Collection happens when you explicitly provide information on the website for users with accounts.
744,4893,3,84,The site collects your location information for a basic service or feature. Collection happens when you explicitly provide information on the website for users with accounts.
744,4895,3,84,A named third party does receive your contact information for an additional (non-basic) service or feature.
744,4896,3,84,A named third party does receive your location information for an additional (non-basic) service or feature.
744,4897,3,84,A named third party does receive your financial information for an additional (non-basic) service or feature.
744,5962,3,88,"The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website for users with accounts, and your data is identifiable."
744,5963,3,88,"The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable."
744,5964,3,88,"The site collects your financial information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable."
744,6708,3,82,The site collects your contact information for a basic service or feature. Collection happens when you explicitly provide information in an unspecified way for users with accounts.
744,6709,3,82,A named third party does receive your unspecified personal information for an additional (non-basic) service or feature.
744,6710,3,82,A named third party does receive your financial information for an additional (non-basic) service or feature.
744,6711,3,82,The site collects your contact information for an additional (non-basic) service or feature. Collection happens in an unspecified way.
744,6712,3,82,The site collects your location information for an additional (non-basic) service or feature. Collection happens in an unspecified way.
744,4898,4,84,The site collects your generic personal information for an unspecified purpose. Collection happens in an unspecified way.
744,4899,4,84,The site collects your demographic information for an unspecified purpose. Collection happens in an unspecified way.
744,5936,4,88,"The site collects your demographic information for an unspecified purpose. Collection happens on the website, and your data is identifiable."
744,6713,4,82,The site collects your demographic information for an unspecified purpose. Collection happens in an unspecified way.
744,4900,5,84,The site collects your unspecified information for a basic service or feature. Collection happens in an unspecified way.
744,4901,5,84,The site collects your unspecified information for marketing purposes. Collection happens in an unspecified way.
744,4902,5,84,The site collects your unspecified information for service operations or security. Collection happens in an unspecified way.
744,4903,5,84,The site collects your contact information for an additional (non-basic) service or feature. Collection happens in an unspecified way.
744,4904,5,84,The site collects your unspecified information for an unspecified purpose. Collection happens on other websites.
744,5965,5,88,"The site collects your generic personal information for a basic service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can choose not to use the service or feature."
744,6714,5,82,The site collects your generic personal information for a basic service or feature. Collection happens when you explicitly provide information in an unspecified way.
744,6715,5,82,The site collects your generic personal information for marketing purposes. Collection happens when you explicitly provide information in an unspecified way.
744,6716,5,82,The site collects your generic personal information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way.
744,6717,5,82,The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way.
744,4905,6,84,The site collects your cookies or tracking elements for personalization or customization. Collection happens when you implicitly provide information on the website for users with accounts. You can configure your privacy with browser settings.
744,4906,6,84,An unnamed third party does track on the first party website or app your cookies or tracking elements for targeted advertising.
744,5967,6,88,"The site collects your cookies or tracking elements for personalization or customization. Collection happens when you implicitly provide information on the website, and your data is identifiable. You can configure your privacy with browser settings."
744,5968,6,88,An unnamed third party does collect on the first party website or app your cookies or tracking elements for targeted advertising. The data is aggregated or anonymized.
744,5969,6,88,The site collects your website activities for advertising. Collection happens when you implicitly provide information by an unnamed service or third party.
744,6719,6,82,The site collects your cookies or tracking elements for personalization or customization. Collection happens in an unspecified way. You can configure your privacy with browser settings.
744,6720,6,82,The site collects your cookies or tracking elements for service operations or security. Collection happens in an unspecified way. You can configure your privacy with browser settings.
744,6721,6,82,An unnamed third party does do something unspecified with your cookies or tracking elements for targeted advertising.
744,4907,7,84,The site collects your computer information for analytics or research. Collection happens when you implicitly provide information on the website.
744,4908,7,84,The site collects your computer information for a basic service or feature. Collection happens when you implicitly provide information on the website.
744,4909,7,84,The site collects your computer information for personalization or customization. Collection happens when you implicitly provide information on the website.
744,4910,7,84,The site collects your IP address or device IDs for personalization or customization. Collection happens when you implicitly provide information on the website.
744,5970,7,88,The site collects your computer information for analytics or research. Collection happens when you implicitly provide information on the website.
744,5971,7,88,The site collects your computer information for service operations or security. Collection happens when you implicitly provide information on the website.
744,5972,7,88,The site collects your website activities for service operations or security. Collection happens when you implicitly provide information on the website.
744,5973,7,88,The site collects your website activities for analytics or research. Collection happens when you implicitly provide information on the website.
744,6722,7,82,The site collects your computer information for analytics or research. Collection happens when you implicitly provide information in an unspecified way.
744,6723,7,82,The site collects your IP address or device IDs for analytics or research. Collection happens when you implicitly provide information in an unspecified way.
744,6724,7,82,The site collects your website activities for analytics or research. Collection happens when you implicitly provide information in an unspecified way.
744,6726,7,82,The site collects your IP address or device IDs for an additional (non-basic) service or feature. Collection happens when you implicitly provide information in an unspecified way.
744,6727,7,82,The site collects your computer information for an additional (non-basic) service or feature. Collection happens when you implicitly provide information in an unspecified way.
744,6728,7,82,The site collects your website activities for an additional (non-basic) service or feature. Collection happens when you implicitly provide information in an unspecified way.
744,4911,8,84,The policy makes a statement about how data from children is treated.
744,5937,8,88,The policy makes a statement about how data from children is treated.
744,6704,8,82,The policy makes a statement about how data from children is treated.
744,6729,8,82,The site does not collect your generic personal information for an unspecified purpose. Collection happens in an unspecified way for a user type outside of our label scheme.
744,4912,9,84,An unnamed third party does receive your unspecified personal information for an unspecified purpose. The data is aggregated or anonymized.
744,5974,9,88,An unnamed third party does receive your demographic information for an unspecified purpose. The data is aggregated or anonymized.
744,6730,9,82,A named third party does receive your unspecified personal information for analytics or research.
744,6732,9,82,An unspecified third party does receive your demographic information for an unspecified purpose.
744,4913,10,84,An unspecified third party does receive unspecified information about you for legal requirements.
744,4914,10,84,An unspecified third party does receive unspecified information about you for service operations or security.
744,5960,10,88,An unnamed third party does receive your unspecified personal information for legal requirements. The data is personally identifiable.
744,5961,10,88,An unnamed third party does receive your unspecified personal information for service operations or security. The data is personally identifiable.
744,6733,10,82,An unspecified third party does receive your unspecified personal information for legal requirements.
744,6734,10,82,An unspecified third party does receive your unspecified personal information for service operations or security.
744,4915,11,84,An unspecified third party does receive unspecified information about you for mergers or acquisitions.
744,5938,11,88,An unnamed third party does receive unspecified information about you for mergers or acquisitions. The data is personally identifiable.
744,6735,11,82,An unspecified third party does receive unspecified information about you for mergers or acquisitions.
744,4916,12,84,An unnamed third party does receive unspecified information about you for a basic service or feature.
744,4917,12,84,An unnamed third party does receive unspecified information about you for an additional (non-basic) service or feature.
744,5958,12,88,An unnamed third party does receive your unspecified personal information for a basic service or feature. The data is personally identifiable.
744,5959,12,88,An unnamed third party does receive unspecified information about you for analytics or research.
744,6736,12,82,A named third party does receive your unspecified personal information for a basic service or feature.
744,6737,12,82,A named third party does receive your unspecified personal information for an additional (non-basic) service or feature.
744,6738,12,82,A named third party does receive your unspecified personal information for analytics or research.
744,6739,12,82,"The policy makes generic security statements, e.g., ""we protect your data"" or ""we use technology/encryption to protect your data""."
744,4918,13,84,An unnamed third party does receive unspecified information about you for marketing purposes. You can opt out using the provided link for the use of your information.
744,4919,13,84,"You can opt out (via a link) from the use of unspecified information by a third party, which collects or receives it for marketing purposes."
744,5956,13,88,"You can opt out (by contacting the company) from the use of generic personal information by a third party, which collects or receives it for marketing purposes."
744,5957,13,88,Another part of the company or institution does receive your unspecified personal information for an additional (non-basic) service or feature. The data is personally identifiable. You can opt in for data collection.
744,6741,13,82,An unnamed third party does receive your unspecified personal information for marketing purposes. You can opt in for data collection.
744,6742,13,82,"You can opt out (by contacting the company) from the use of unspecified information by a third party, which collects or receives it for marketing purposes."
744,6743,13,82,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
744,4920,14,84,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
744,5955,14,88,The text describes a specific data practice that is not covered by our label scheme.
744,6744,14,82,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
744,4921,15,84,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
744,5939,15,88,The text describes a specific data practice that is not covered by our label scheme.
744,6740,15,82,The text describes a specific data practice that is not covered by our label scheme.
744,4922,16,84,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
744,5954,16,88,The public does see your activities on the website or app for an additional (non-basic) service or feature. The data is personally identifiable.
744,6745,16,82,The public does see unspecified information about you for an additional (non-basic) service or feature.
744,4923,17,84,A named third party does track on the first party website or app unspecified information about you for targeted advertising. You can configure your privacy with third-party user settings.
744,5940,17,88,"You can use third party privacy settings to control the use of unspecified information by a third party, which uses it for advertising."
744,5953,17,88,A named third party does do something unspecified with unspecified information about you for targeted advertising.
744,4924,18,84,"Users with accounts can edit their information, within the scope of unspecified user information."
744,4925,18,84,"Users without accounts can edit their information, within the scope of unspecified user information."
744,4926,18,84,"Users with accounts can delete their account (although the company or organization may continue to keep some data), within the scope of unspecified user information."
744,5950,18,88,A user's unspecified information is retained for an unspecified duration to maintain service operations or security.
744,5951,18,88,"Users with accounts can edit their information, within the scope of information explicitly provided by the user."
744,5952,18,88,"Users with accounts can delete their account (although the company or organization may continue to keep some data), within the scope of information explicitly provided by the user."
744,6746,18,82,"Users with accounts can edit their information, within the scope of information explicitly provided by the user."
744,6747,18,82,"A user with an account can opt out (by contacting the company) from the use of generic personal information by the site, which uses it for an unspecified purpose."
744,6748,18,82,"A user's unspecified information is retained for a limited (but unspecified) period of time to perform a requested service, and then it is deleted.."
744,4927,19,84,"You can opt out (by contacting the company) from the use of unspecified information by the site, which uses it for an unspecified purpose."
744,4928,19,84,"You can opt out (via a link) from the use of unspecified information by the site, which uses it for an unspecified purpose."
744,5948,19,88,"You can opt out (by contacting the company) from the use of contact information by the site, which uses it for marketing purposes."
744,5949,19,88,"You can opt out (via a link) from the use of contact information by the site, which uses it for marketing purposes."
744,6700,19,82,A user with an account can use privacy configuration settings (in the website or app) to control the use of unspecified information by an unspecified party for an unspecified purpose.
744,6701,19,82,You can opt out (by contacting the company) from the use of unspecified information by an unspecified party for an unspecified purpose.
744,6702,19,82,You can opt out (via a link) from the use of unspecified information by an unspecified party for an unspecified purpose.
744,6703,19,82,"You can opt out (by contacting the company) from the use of unspecified information by a third party, which uses it for advertising."
744,4931,20,84,"The policy makes specific provisions for international audiences, non-US citizens, or non-European citizens (e.g., about international data transfer)."
744,5947,20,88,"The policy makes specific provisions for international audiences, non-US citizens, or non-European citizens (e.g., about international data transfer)."
744,6698,20,82,"The policy makes specific provisions for international audiences, non-US citizens, or non-European citizens (e.g., about international data transfer)."
744,6699,20,82,The text describes a specific data practice that is not covered by our label scheme.
744,4930,21,84,"The policy makes a statement about how data from European users is treated (e.g., Safe Harbor provisions)."
744,5941,21,88,"The policy makes a statement about how data from European users is treated (e.g., Safe Harbor provisions)."
744,6697,21,82,"The policy makes a statement about how data from European users is treated (e.g., Safe Harbor provisions)."
744,4932,22,84,The company/organization trains its employees/third parties in applicable privacy and security practices to protect user data.
744,4933,22,84,Data is accessible to employees/third parties on a need-to-know basis.
744,4934,22,84,"The policy makes generic security statements, e.g., ""we protect your data"" or ""we use technology/encryption to protect your data""."
744,5945,22,88,Data is accessible to employees/third parties on a need-to-know basis.
744,5946,22,88,"The policy makes generic security statements, e.g., ""we protect your data"" or ""we use technology/encryption to protect your data""."
744,6694,22,82,"The policy makes generic security statements, e.g., ""we protect your data"" or ""we use technology/encryption to protect your data""."
744,6695,22,82,"The company/organization has a privacy or security program/organization in place addressing, for example, how to protect data against unauthorized access or privacy training for employees."
744,6696,22,82,Data is accessible to employees/third parties on a need-to-know basis.
744,4935,23,84,"The policy makes a statement about how data from European users is treated (e.g., Safe Harbor provisions)."
744,5942,23,88,"The policy makes a statement about how data from European users is treated (e.g., Safe Harbor provisions)."
744,6693,23,82,"The policy makes a statement about how data from European users is treated (e.g., Safe Harbor provisions)."
744,4936,24,84,"When a change of an unspecified nature is made to the privacy policy, the policy date is updated or information about the change is posted as part of the policy. Users' choices regarding policy changes are not mentioned or are unclear."
744,5943,24,88,"When a change of an unspecified nature is made to the privacy policy, the policy date is updated or information about the change is posted as part of the policy. Users' choices regarding policy changes are not mentioned or are unclear."
744,6692,24,82,"When a change of an unspecified nature is made to the privacy policy, users are notified when visiting the website. Users' choices regarding policy changes are not mentioned or are unclear."
744,4937,25,84,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
744,5944,25,88,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
744,6691,25,82,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
175,2441,0,84,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
175,3367,0,82,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
175,3417,0,88,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
175,2442,1,84,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
175,3368,1,82,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
175,3418,1,88,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
175,2443,2,84,The site collects your unspecified information for an unspecified purpose. Collection happens in an unspecified way.
175,2444,2,84,The site collects your contact information for an unspecified purpose. Collection happens in an unspecified way.
175,2445,2,84,The site collects your location information for an unspecified purpose. Collection happens in an unspecified way.
175,2446,2,84,The site collects your demographic information for an unspecified purpose. Collection happens in an unspecified way.
175,2447,2,84,The site collects your financial information for an unspecified purpose. Collection happens in an unspecified way.
175,2448,2,84,The site collects your generic personal information for an unspecified purpose. Collection happens in an unspecified way.
175,3419,2,88,"The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt in for data collection."
175,3420,2,88,"The site collects your financial information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt in for data collection."
175,3421,2,88,"The site collects your location information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt in for data collection."
175,3422,2,88,"The site collects an information type outside of our label scheme for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt in for data collection."
175,3424,2,82,The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way. You can configure your privacy using a method outside our label scheme.
175,3425,2,82,The site collects something that uniquely identifies you for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way. You can configure your privacy using a method outside our label scheme.
175,3426,2,82,The site collects your location information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way. You can configure your privacy using a method outside our label scheme.
175,3427,2,82,The site collects your financial information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way. You can configure your privacy using a method outside our label scheme.
175,2449,3,84,"You can choose not to use a service or feature to avoid the use of unspecified information by the site, which collects it for an unspecified purpose."
175,2450,3,84,"You can opt in for the use of unspecified information by the site, which collects it for an unspecified purpose."
175,3423,3,88,The site collects your unspecified information for an unspecified purpose. Collection happens when you explicitly provide information on the website. You can opt in for data collection.
175,3429,3,82,The site collects your generic personal information for an unspecified purpose. Collection happens in an unspecified way. You can opt in for data collection for the use of your information.
175,3436,3,82,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
175,2453,4,84,An unnamed third party does receive unspecified information about you for an unspecified purpose.
175,2454,4,84,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
175,3437,4,82,An unnamed third party does receive your unspecified personal information for an unspecified purpose.
175,3448,4,82,The site collects your generic personal information for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way.
175,3450,4,82,The site does not collect your generic personal information for a purpose outside of our label scheme. Collection happens in an unspecified way.
175,3953,4,88,"The site collects your generic personal information for an unspecified purpose. Collection happens when you explicitly provide information on the website, and your data is identifiable."
175,3954,4,88,An unnamed third party does receive your unspecified personal information for an unspecified purpose. The data is personally identifiable.
175,3955,4,88,"The site collects your generic personal information for an unspecified purpose. Collection happens when you implicitly provide information on the website, and your data is identifiable."
175,3956,4,88,The site collects your generic personal information for an unspecified purpose. Collection happens when you implicitly provide information by an unnamed service or third party.
175,2456,5,84,The site collects your unspecified information for a basic service or feature. Collection happens in an unspecified way.
175,2457,5,84,The site collects your unspecified information for marketing purposes. Collection happens in an unspecified way.
175,2459,5,84,The site collects your unspecified information for advertising. Collection happens in an unspecified way.
175,3445,5,82,The site collects your generic personal information for a basic service or feature. Collection happens in an unspecified way.
175,3446,5,82,The site collects your generic personal information for an additional (non-basic) service or feature. Collection happens in an unspecified way.
175,3447,5,82,The site collects your generic personal information for marketing purposes. Collection happens in an unspecified way.
175,3957,5,88,The site collects your unspecified information for a basic service or feature. Collection happens on the website. You can opt in for data collection.
175,3959,5,88,The site collects your unspecified information for marketing purposes. Collection happens on the website.
175,2463,6,84,The site collects your unspecified information for marketing purposes. Collection happens in an unspecified way.
175,3451,6,82,The site collects your unspecified information for an additional (non-basic) service or feature. Collection happens in an unspecified way.
175,3960,6,88,"The site collects your contact information for marketing purposes. Collection happens on the website, and your data is identifiable."
